,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-11-30 18:48:00,168.03939018315947,163.96182746705213,164.9441339339933,168.03939018315947,168.03939018315947,-3.563977034525048,-3.563977034525048,-3.563977034525048,-3.563977034525048,-3.563977034525048,-3.563977034525048,0.0,0.0,0.0,164.47541314863443
1,2021-11-30 18:49:00,168.03556417177785,163.98655140515032,164.94318816403288,168.03556417177785,168.03556417177785,-3.5687563530622644,-3.5687563530622644,-3.5687563530622644,-3.5687563530622644,-3.5687563530622644,-3.5687563530622644,0.0,0.0,0.0,164.46680781871558
2,2021-11-30 18:50:00,168.0317381603962,164.00286448013608,164.97219362155465,168.0317381603962,168.0317381603962,-3.5734093322806624,-3.5734093322806624,-3.5734093322806624,-3.5734093322806624,-3.5734093322806624,-3.5734093322806624,0.0,0.0,0.0,164.45832882811553
3,2021-11-30 18:51:00,168.02791214901458,163.97588726382273,164.91505897888462,168.02791214901458,168.02791214901458,-3.5779347399162664,-3.5779347399162664,-3.5779347399162664,-3.5779347399162664,-3.5779347399162664,-3.5779347399162664,0.0,0.0,0.0,164.44997740909832
4,2021-11-30 18:52:00,168.02408613763293,163.97628668249695,164.91636169641475,168.02408613763293,168.02408613763293,-3.582331359444986,-3.582331359444986,-3.582331359444986,-3.582331359444986,-3.582331359444986,-3.582331359444986,0.0,0.0,0.0,164.44175477818794
5,2021-11-30 18:53:00,168.02026012625132,163.93997896198258,164.91107590585858,168.02026012625132,168.02026012625132,-3.586597989683049,-3.586597989683049,-3.586597989683049,-3.586597989683049,-3.586597989683049,-3.586597989683049,0.0,0.0,0.0,164.43366213656827
6,2021-11-30 18:54:00,168.01643411486967,163.9150768314938,164.91501369784456,168.01643411486967,168.01643411486967,-3.5907334462913068,-3.5907334462913068,-3.5907334462913068,-3.5907334462913068,-3.5907334462913068,-3.5907334462913068,0.0,0.0,0.0,164.42570066857837
7,2021-11-30 18:55:00,168.01260810348805,163.9324664777611,164.93245299645832,168.01260810348805,168.01260810348805,-3.5947365618677787,-3.5947365618677787,-3.5947365618677787,-3.5947365618677787,-3.5947365618677787,-3.5947365618677787,0.0,0.0,0.0,164.41787154162026
8,2021-11-30 18:56:00,168.0087820921064,163.89615148727435,164.89410754322057,168.0087820921064,168.0087820921064,-3.5986061863791283,-3.5986061863791283,-3.5986061863791283,-3.5986061863791283,-3.5986061863791283,-3.5986061863791283,0.0,0.0,0.0,164.41017590572727
9,2021-11-30 18:57:00,168.00495608072478,163.91348014644575,164.89920329061988,168.00495608072478,168.00495608072478,-3.6023411880915552,-3.6023411880915552,-3.6023411880915552,-3.6023411880915552,-3.6023411880915552,-3.6023411880915552,0.0,0.0,0.0,164.40261489263324
10,2021-11-30 18:58:00,168.00113006934313,163.88685794802018,164.85048709684585,168.00113006934313,168.00113006934313,-3.605940453716018,-3.605940453716018,-3.605940453716018,-3.605940453716018,-3.605940453716018,-3.605940453716018,0.0,0.0,0.0,164.39518961562712
11,2021-11-30 18:59:00,167.99730405796151,163.91656299853668,164.89454722973403,167.99730405796151,167.99730405796151,-3.609402889097151,-3.609402889097151,-3.609402889097151,-3.609402889097151,-3.609402889097151,-3.609402889097151,0.0,0.0,0.0,164.38790116886437
12,2021-11-30 19:00:00,167.99347804657987,163.8707507495352,164.8751994715692,167.99347804657987,167.99347804657987,-3.612727419922921,-3.612727419922921,-3.612727419922921,-3.612727419922921,-3.612727419922921,-3.612727419922921,0.0,0.0,0.0,164.38075062665695
13,2021-11-30 19:01:00,167.98965203519825,163.8698065247282,164.85802533113312,167.98965203519825,167.98965203519825,-3.6159129919080857,-3.6159129919080857,-3.6159129919080857,-3.6159129919080857,-3.6159129919080857,-3.6159129919080857,0.0,0.0,0.0,164.37373904329016
14,2021-11-30 19:02:00,167.9858260238166,163.8655100792767,164.86659205979865,167.9858260238166,167.9858260238166,-3.618958571465269,-3.618958571465269,-3.618958571465269,-3.618958571465269,-3.618958571465269,-3.618958571465269,0.0,0.0,0.0,164.36686745235133
15,2021-11-30 19:03:00,167.98200001243498,163.86878500444408,164.8424047285272,167.98200001243498,167.98200001243498,-3.6218631464103477,-3.6218631464103477,-3.6218631464103477,-3.6218631464103477,-3.6218631464103477,-3.6218631464103477,0.0,0.0,0.0,164.36013686602465
16,2021-11-30 19:04:00,167.97817400105333,163.87360422370827,164.8500320774286,167.97817400105333,167.97817400105333,-3.6246257261296804,-3.6246257261296804,-3.6246257261296804,-3.6246257261296804,-3.6246257261296804,-3.6246257261296804,0.0,0.0,0.0,164.35354827492364
17,2021-11-30 19:05:00,167.9743479896717,163.84311452033913,164.88223371195969,167.9743479896717,167.9743479896717,-3.6272453422237025,-3.6272453422237025,-3.6272453422237025,-3.6272453422237025,-3.6272453422237025,-3.6272453422237025,0.0,0.0,0.0,164.347102647448
18,2021-11-30 19:06:00,167.97052197829007,163.8443564059515,164.81324638814797,167.97052197829007,167.97052197829007,-3.6297210492404206,-3.6297210492404206,-3.6297210492404206,-3.6297210492404206,-3.6297210492404206,-3.6297210492404206,0.0,0.0,0.0,164.34080092904964
19,2021-11-30 19:07:00,167.96669596690845,163.8455950868127,164.8343565614263,167.96669596690845,167.96669596690845,-3.6320519246397174,-3.6320519246397174,-3.6320519246397174,-3.6320519246397174,-3.6320519246397174,-3.6320519246397174,0.0,0.0,0.0,164.33464404226874
20,2021-11-30 19:08:00,167.96286995552683,163.85542267418873,164.81761229657363,167.96286995552683,167.96286995552683,-3.634237070064169,-3.634237070064169,-3.634237070064169,-3.634237070064169,-3.634237070064169,-3.634237070064169,0.0,0.0,0.0,164.32863288546267
21,2021-11-30 19:09:00,167.95904394414518,163.81766835392042,164.76859385575872,167.95904394414518,167.95904394414518,-3.6362756108190863,-3.6362756108190863,-3.6362756108190863,-3.6362756108190863,-3.6362756108190863,-3.6362756108190863,0.0,0.0,0.0,164.32276833332608
22,2021-11-30 19:10:00,167.95521793276356,163.8040362782352,164.82212756141544,167.95521793276356,167.95521793276356,-3.6381666972418896,-3.6381666972418896,-3.6381666972418896,-3.6381666972418896,-3.6381666972418896,-3.6381666972418896,0.0,0.0,0.0,164.31705123552166
23,2021-11-30 19:11:00,167.95139192138194,163.80897709450986,164.7981811435708,167.95139192138194,167.95139192138194,-3.6399095047913197,-3.6399095047913197,-3.6399095047913197,-3.6399095047913197,-3.6399095047913197,-3.6399095047913197,0.0,0.0,0.0,164.31148241659062
24,2021-11-30 19:12:00,167.9475659100003,163.801680201071,164.8153912204788,167.9475659100003,167.9475659100003,-3.6415032344356404,-3.6415032344356404,-3.6415032344356404,-3.6415032344356404,-3.6415032344356404,-3.6415032344356404,0.0,0.0,0.0,164.30606267556465
25,2021-11-30 19:13:00,167.94373989861867,163.77554939719016,164.74685497732722,167.94373989861867,167.94373989861867,-3.642947113172526,-3.642947113172526,-3.642947113172526,-3.642947113172526,-3.642947113172526,-3.642947113172526,0.0,0.0,0.0,164.30079278544613
26,2021-11-30 19:14:00,167.93991388723703,163.84285149162648,164.73177754693518,167.93991388723703,167.93991388723703,-3.6442403947586444,-3.6442403947586444,-3.6442403947586444,-3.6442403947586444,-3.6442403947586444,-3.6442403947586444,0.0,0.0,0.0,164.2956734924784
27,2021-11-30 19:15:00,167.9360878758554,163.83524431715463,164.74969880200425,167.9360878758554,167.9360878758554,-3.645382359692347,-3.645382359692347,-3.645382359692347,-3.645382359692347,-3.645382359692347,-3.645382359692347,0.0,0.0,0.0,164.29070551616306
28,2021-11-30 19:16:00,167.9322618644738,163.7990344594377,164.74558927958896,167.9322618644738,167.9322618644738,-3.6463723158726555,-3.6463723158726555,-3.6463723158726555,-3.6463723158726555,-3.6463723158726555,-3.6463723158726555,0.0,0.0,0.0,164.28588954860112
29,2021-11-30 19:17:00,167.92843585309214,163.786230862393,164.7285994784798,167.92843585309214,167.92843585309214,-3.6472095992663,-3.6472095992663,-3.6472095992663,-3.6472095992663,-3.6472095992663,-3.6472095992663,0.0,0.0,0.0,164.28122625382585
30,2021-11-30 19:18:00,167.92460984171052,163.7969527770372,164.77589387707232,167.92460984171052,167.92460984171052,-3.6478935737975893,-3.6478935737975893,-3.6478935737975893,-3.6478935737975893,-3.6478935737975893,-3.6478935737975893,0.0,0.0,0.0,164.27671626791292
31,2021-11-30 19:19:00,167.92078383032887,163.78787205861974,164.77502558240872,167.92078383032887,167.92078383032887,-3.648423632320457,-3.648423632320457,-3.648423632320457,-3.648423632320457,-3.648423632320457,-3.648423632320457,0.0,0.0,0.0,164.2723601980084
32,2021-11-30 19:20:00,167.91695781894725,163.75743440831147,164.74459876722915,167.91695781894725,167.91695781894725,-3.648799196614719,-3.648799196614719,-3.648799196614719,-3.648799196614719,-3.648799196614719,-3.648799196614719,0.0,0.0,0.0,164.26815862233252
33,2021-11-30 19:21:00,167.9131318075656,163.7340239239378,164.70841733200123,167.9131318075656,167.9131318075656,-3.6490197178763184,-3.6490197178763184,-3.6490197178763184,-3.6490197178763184,-3.6490197178763184,-3.6490197178763184,0.0,0.0,0.0,164.2641120896893
34,2021-11-30 19:22:00,167.909305796184,163.79465161714586,164.72734313418164,167.909305796184,167.909305796184,-3.649084677428976,-3.649084677428976,-3.649084677428976,-3.649084677428976,-3.649084677428976,-3.649084677428976,0.0,0.0,0.0,164.260221118755
35,2021-11-30 19:23:00,167.90547978480234,163.80542551319547,164.718526864717,167.90547978480234,167.90547978480234,-3.6489935865519825,-3.6489935865519825,-3.6489935865519825,-3.6489935865519825,-3.6489935865519825,-3.6489935865519825,0.0,0.0,0.0,164.25648619825034
